Player_id,Urls,Contains_image,Player,Updated_urls
houseda01,https://www.basketball-reference.com/req/202106291/images/players/houseda01.jpg,1,Danuel House Jr.,https://www.basketball-reference.com/req/202106291/images/players/houseda01.jpg
ingrabr01,https://www.basketball-reference.com/req/202106291/images/players/ingrabr01.jpg,1,Brandon Ingram,https://www.basketball-reference.com/req/202106291/images/players/ingrabr01.jpg
jacksde01,https://www.basketball-reference.com/req/202106291/images/players/jacksde01.jpg,1,Demetrius Jackson,https://www.basketball-reference.com/req/202106291/images/players/jacksde01.jpg
jackspi01,https://www.basketball-reference.com/req/202106291/images/players/jackspi01.jpg,1,Pierre Jackson,https://www.basketball-reference.com/req/202106291/images/players/jackspi01.jpg
johnsbr02,https://www.basketball-reference.com/req/202106291/images/players/johnsbr02.jpg,1,Brice Johnson,https://www.basketball-reference.com/req/202106291/images/players/johnsbr02.jpg
jonesda03,https://www.basketball-reference.com/req/202106291/images/players/jonesda03.jpg,1,Damian Jones,https://www.basketball-reference.com/req/202106291/images/players/jonesda03.jpg
jonesde02,https://www.basketball-reference.com/req/202106291/images/players/jonesde02.jpg,1,Derrick Jones Jr.,https://www.basketball-reference.com/req/202106291/images/players/jonesde02.jpg
kuzmimi01,https://www.basketball-reference.com/req/202106291/images/players/kuzmimi01.jpg,1,Mindaugas Kuzminskas,https://www.basketball-reference.com/req/202106291/images/players/kuzmimi01.jpg
labissk01,https://www.basketball-reference.com/req/202106291/images/players/labissk01.jpg,1,Skal Labissière,https://www.basketball-reference.com/req/202106291/images/players/labissk01.jpg
laproni01,https://www.basketball-reference.com/req/202106291/images/players/laproni01.jpg,1,Nicolás Laprovíttola,https://www.basketball-reference.com/req/202106291/images/players/laproni01.jpg
laymaja01,https://www.basketball-reference.com/req/202106291/images/players/laymaja01.jpg,1,Jake Layman,https://www.basketball-reference.com/req/202106291/images/players/laymaja01.jpg
leverca01,https://www.basketball-reference.com/req/202106291/images/players/leverca01.jpg,1,Caris LeVert,https://www.basketball-reference.com/req/202106291/images/players/leverca01.jpg
longsh01,https://www.basketball-reference.com/req/202106291/images/players/longsh01.jpg,1,Shawn Long,https://www.basketball-reference.com/req/202106291/images/players/longsh01.jpg
luwawti01,https://www.basketball-reference.com/req/202106291/images/players/luwawti01.jpg,1,Timothé Luwawu-Cabarrot,https://www.basketball-reference.com/req/202106291/images/players/luwawti01.jpg
mcclesh01,https://www.basketball-reference.com/req/202106291/images/players/mcclesh01.jpg,1,Sheldon Mac,https://www.basketball-reference.com/req/202106291/images/players/mcclesh01.jpg
makerth01,https://www.basketball-reference.com/req/202106291/images/players/makerth01.jpg,1,Thon Maker,https://www.basketball-reference.com/req/202106291/images/players/makerth01.jpg
mccawpa01,https://www.basketball-reference.com/req/202106291/images/players/mccawpa01.jpg,1,Patrick McCaw,https://www.basketball-reference.com/req/202106291/images/players/mccawpa01.jpg
mcgruro01,https://www.basketball-reference.com/req/202106291/images/players/mcgruro01.jpg,1,Rodney McGruder,https://www.basketball-reference.com/req/202106291/images/players/mcgruro01.jpg
murrade01,https://www.basketball-reference.com/req/202106291/images/players/murrade01.jpg,1,Dejounte Murray,https://www.basketball-reference.com/req/202106291/images/players/murrade01.jpg
murraja01,https://www.basketball-reference.com/req/202106291/images/players/murraja01.jpg,1,Jamal Murray,https://www.basketball-reference.com/req/202106291/images/players/murraja01.jpg
ndourma01,https://www.basketball-reference.com/req/202106291/images/players/ndourma01.jpg,1,Maurice Ndour,https://www.basketball-reference.com/req/202106291/images/players/ndourma01.jpg
niangge01,https://www.basketball-reference.com/req/202106291/images/players/niangge01.jpg,1,Georges Niang,https://www.basketball-reference.com/req/202106291/images/players/niangge01.jpg
nwabada01,https://www.basketball-reference.com/req/202106291/images/players/nwabada01.jpg,1,David Nwaba,https://www.basketball-reference.com/req/202106291/images/players/nwabada01.jpg
ochefda01,https://www.basketball-reference.com/req/202106291/images/players/ochefda01.jpg,1,Daniel Ochefu,https://www.basketball-reference.com/req/202106291/images/players/ochefda01.jpg
onuakch01,https://www.basketball-reference.com/req/202106291/images/players/onuakch01.jpg,1,Chinanu Onuaku,https://www.basketball-reference.com/req/202106291/images/players/onuakch01.jpg
papagge01,https://www.basketball-reference.com/req/202106291/images/players/papagge01.jpg,1,Georgios Papagiannis,https://www.basketball-reference.com/req/202106291/images/players/papagge01.jpg
paytoga02,https://www.basketball-reference.com/req/202106291/images/players/paytoga02.jpg,1,Gary Payton II,https://www.basketball-reference.com/req/202106291/images/players/paytoga02.jpg
plumlma02,https://www.basketball-reference.com/req/202106291/images/players/plumlma02.jpg,1,Marshall Plumlee,https://www.basketball-reference.com/req/202106291/images/players/plumlma02.jpg
poeltja01,https://www.basketball-reference.com/req/202106291/images/players/poeltja01.jpg,1,Jakob Poeltl,https://www.basketball-reference.com/req/202106291/images/players/poeltja01.jpg
poythal01,https://www.basketball-reference.com/req/202106291/images/players/poythal01.jpg,1,Alex Poythress,https://www.basketball-reference.com/req/202106291/images/players/poythal01.jpg
princta02,https://www.basketball-reference.com/req/202106291/images/players/princta02.jpg,1,Taurean Prince,https://www.basketball-reference.com/req/202106291/images/players/princta02.jpg
quartti01,https://www.basketball-reference.com/req/202106291/images/players/quartti01.jpg,1,Tim Quarterman,https://www.basketball-reference.com/req/202106291/images/players/quartti01.jpg
randlch01,https://www.basketball-reference.com/req/202106291/images/players/randlch01.jpg,1,Chasson Randle,https://www.basketball-reference.com/req/202106291/images/players/randlch01.jpg
richama01,https://www.basketball-reference.com/req/202106291/images/players/richama01.jpg,1,Malachi Richardson,https://www.basketball-reference.com/req/202106291/images/players/richama01.jpg
sabondo01,https://www.basketball-reference.com/req/202106291/images/players/sabondo01.jpg,1,Domantas Sabonis,https://www.basketball-reference.com/req/202106291/images/players/sabondo01.jpg
saricda01,https://www.basketball-reference.com/req/202106291/images/players/saricda01.jpg,1,Dario Šarić,https://www.basketball-reference.com/req/202106291/images/players/saricda01.jpg
satorto01,https://www.basketball-reference.com/req/202106291/images/players/satorto01.jpg,1,Tomáš Satoranský,https://www.basketball-reference.com/req/202106291/images/players/satorto01.jpg
seldewa01,https://www.basketball-reference.com/req/202106291/images/players/seldewa01.jpg,1,Wayne Selden,https://www.basketball-reference.com/req/202106291/images/players/seldewa01.jpg
siakapa01,https://www.basketball-reference.com/req/202106291/images/players/siakapa01.jpg,1,Pascal Siakam,https://www.basketball-reference.com/req/202106291/images/players/siakapa01.jpg
stonedi01,https://www.basketball-reference.com/req/202106291/images/players/stonedi01.jpg,1,Diamond Stone,https://www.basketball-reference.com/req/202106291/images/players/stonedi01.jpg
taylois01,https://www.basketball-reference.com/req/202106291/images/players/taylois01.jpg,1,Isaiah Taylor,https://www.basketball-reference.com/req/202106291/images/players/taylois01.jpg
tobeymi01,https://www.basketball-reference.com/req/202106291/images/players/tobeymi01.jpg,1,Mike Tobey,https://www.basketball-reference.com/req/202106291/images/players/tobeymi01.jpg
ulisty01,https://www.basketball-reference.com/req/202106291/images/players/ulisty01.jpg,1,Tyler Ulis,https://www.basketball-reference.com/req/202106291/images/players/ulisty01.jpg
uthofja01,https://www.basketball-reference.com/req/202106291/images/players/uthofja01.jpg,1,Jarrod Uthoff,https://www.basketball-reference.com/req/202106291/images/players/uthofja01.jpg
valende01,https://www.basketball-reference.com/req/202106291/images/players/valende01.jpg,1,Denzel Valentine,https://www.basketball-reference.com/req/202106291/images/players/valende01.jpg
vanvlfr01,https://www.basketball-reference.com/req/202106291/images/players/vanvlfr01.jpg,1,Fred VanVleet,https://www.basketball-reference.com/req/202106291/images/players/vanvlfr01.jpg
whiteok01,https://www.basketball-reference.com/req/202106291/images/players/whiteok01.jpg,1,Okaro White,https://www.basketball-reference.com/req/202106291/images/players/whiteok01.jpg
whiteis01,https://www.basketball-reference.com/req/202106291/images/players/whiteis01.jpg,1,Isaiah Whitehead,https://www.basketball-reference.com/req/202106291/images/players/whiteis01.jpg
