Season,Team,Lg,Salary,player_id
2013-14,Indiana Pacers,NBA,3282003,georgpa01
2014-15,Indiana Pacers,NBA,15925680,georgpa01
2015-16,Indiana Pacers,NBA,17120106,georgpa01
2016-17,Indiana Pacers,NBA,18314532,georgpa01
2017-18,Oklahoma City Thunder,NBA,19508958,georgpa01
2018-19,Oklahoma City Thunder,NBA,30560700,georgpa01
2019-20,Los Angeles Clippers,NBA,33005556,georgpa01
2020-21,Los Angeles Clippers,NBA,35450412,georgpa01
2021-22,Los Angeles Clippers,NBA,39344970,georgpa01
Career,(may be incomplete),,219731637,georgpa01
1990-91,New Jersey Nets,NBA,410000,georgta01
1991-92,New Jersey Nets,NBA,481000,georgta01
1992-93,New Jersey Nets,NBA,551000,georgta01
1993-94,New Jersey Nets,NBA,626000,georgta01
1994-95,Philadelphia 76ers,NBA,5260,georgta01
Career,(may be incomplete),,2073260,georgta01
1990-91,New Jersey Nets,NBA,155000,gervide01
Career,(may be incomplete),,155000,gervide01
1984-85,San Antonio Spurs,NBA,831000,gervige01
1985-86,Chicago Bulls,NBA,806000,gervige01
Career,(may be incomplete),,1637000,gervige01
2006-07,Cleveland Cavaliers,NBA,412718,gibsoda01
2007-08,Cleveland Cavaliers,NBA,687456,gibsoda01
2008-09,Cleveland Cavaliers,NBA,3700000,gibsoda01
2009-10,Cleveland Cavaliers,NBA,4088500,gibsoda01
2010-11,Cleveland Cavaliers,NBA,4015334,gibsoda01
2011-12,Cleveland Cavaliers,NBA,4403834,gibsoda01
2012-13,Cleveland Cavaliers,NBA,4792332,gibsoda01
Career,(may be incomplete),,22100174,gibsoda01
2016-17,Dallas Mavericks,NBA,680937,gibsojo01
2017-18,Boston Celtics,NBA,44495,gibsojo01
2018-19,Boston Celtics,NBA,17092,gibsojo01
Career,(may be incomplete),,742524,gibsojo01
1985-86,Detroit Pistons,NBA,80000,gibsomi01
Career,(may be incomplete),,80000,gibsomi01
2009-10,Chicago Bulls,NBA,1039800,gibsota01
2010-11,Chicago Bulls,NBA,1117680,gibsota01
2011-12,Chicago Bulls,NBA,1195680,gibsota01
2012-13,Chicago Bulls,NBA,2155811,gibsota01
2013-14,Chicago Bulls,NBA,7550000,gibsota01
2014-15,Chicago Bulls,NBA,8000000,gibsota01
2015-16,Chicago Bulls,NBA,8500000,gibsota01
2016-17,Oklahoma City Thunder,NBA,8950000,gibsota01
2017-18,Minnesota Timberwolves,NBA,14000000,gibsota01
2018-19,Minnesota Timberwolves,NBA,14000000,gibsota01
2019-20,New York Knicks,NBA,9800000,gibsota01
2020-21,New York Knicks,NBA,2442968,gibsota01
2021-22,New York Knicks,NBA,4910000,gibsota01
Career,(may be incomplete),,83661939,gibsota01
2021-22,Oklahoma City Thunder,NBA,5988000,giddejo01
Career,(may be incomplete),,5988000,giddejo01
2008-09,Boston Celtics,NBA,957120,giddejr01
2009-10,New York Knicks,NBA,1028880,giddejr01
Career,(may be incomplete),,1986000,giddejr01
2009-10,Memphis Grizzlies,NBA,26917,gildetr01
Career,(may be incomplete),,26917,gildetr01
2017-18,Sacramento Kings,NBA,1859400,gilesha01
2018-19,Sacramento Kings,NBA,2207040,gilesha01
2019-20,Sacramento Kings,NBA,2578800,gilesha01
2020-21,Portland Trail Blazers,NBA,1620564,gilesha01
Career,(may be incomplete),,8265804,gilesha01
2018-19,Los Angeles Clippers,NBA,3375360,gilgesh01
2019-20,Oklahoma City Thunder,NBA,3952920,gilgesh01
2020-21,Oklahoma City Thunder,NBA,4141320,gilgesh01
2021-22,Oklahoma City Thunder,NBA,5495532,gilgesh01
Career,(may be incomplete),,16965132,gilgesh01
2020-21,Washington Wizards,NBA,898310,gillan01
2021-22,Washington Wizards,NBA,1517981,gillan01
Career,(may be incomplete),,2416291,gillan01
1988-89,Sacramento Kings,NBA,100000,gillebe01
Career,(may be incomplete),,100000,gillebe01
2004-05,Indiana Pacers,NBA,720046,gilled01
2005-06,Indiana Pacers,NBA,819551,gilled01
2007-08,New Jersey Nets,NBA,151089,gilled01
2008-09,Milwaukee Bucks,NBA,387613,gilled01
Career,(may be incomplete),,2078299,gilled01
2020-21,Toronto Raptors,NBA,239959,gillefr01
2021-22,Orlando Magic,NBA,171156,gillefr01
Career,(may be incomplete),,411115,gillefr01
1987-88,Phoenix Suns,NBA,700000,gilliar01
1988-89,Phoenix Suns,NBA,900000,gilliar01
1989-90,Charlotte Hornets,NBA,1100000,gilliar01
1990-91,Philadelphia 76ers,NBA,1200000,gilliar01
1991-92,Philadelphia 76ers,NBA,1350000,gilliar01
1992-93,Philadelphia 76ers,NBA,2300000,gilliar01
1993-94,New Jersey Nets,NBA,1200000,gilliar01
1994-95,New Jersey Nets,NBA,1560000,gilliar01
1995-96,New Jersey Nets,NBA,1920000,gilliar01
1996-97,Milwaukee Bucks,NBA,2317000,gilliar01
1997-98,Milwaukee Bucks,NBA,2780400,gilliar01
1998-99,Milwaukee Bucks,NBA,3244000,gilliar01
1999-00,Orlando Magic,NBA,3707200,gilliar01
1999-00,Utah Jazz,NBA,312000,gilliar01
Career,(may be incomplete),,24590600,gilliar01
1990-91,Charlotte Hornets,NBA,1500000,gillke01
1991-92,Charlotte Hornets,NBA,1908000,gillke01
1992-93,Charlotte Hornets,NBA,1908000,gillke01
1993-94,Seattle SuperSonics,NBA,2000000,gillke01
1994-95,Seattle SuperSonics,NBA,2600000,gillke01
1995-96,Charlotte Hornets,NBA,3200000,gillke01
1996-97,New Jersey Nets,NBA,3800000,gillke01
1997-98,New Jersey Nets,NBA,4400000,gillke01
1998-99,New Jersey Nets,NBA,5000000,gillke01
1999-00,New Jersey Nets,NBA,5600000,gillke01
2000-01,New Jersey Nets,NBA,7000000,gillke01
2001-02,Miami Heat,NBA,1538000,gillke01
2002-03,Minnesota Timberwolves,NBA,1030000,gillke01
2003-04,Chicago Bulls,NBA,1070000,gillke01
2004-05,Milwaukee Bucks,NBA,912195,gillke01
Career,(may be incomplete),,43466195,gillke01
1984-85,San Antonio Spurs,NBA,600000,gilmoar01
1985-86,San Antonio Spurs,NBA,669000,gilmoar01
1987-88,Boston Celtics,NBA,863000,gilmoar01
Career,(may be incomplete),,2132000,gilmoar01
2002-03,San Antonio Spurs,NBA,1325000,ginobma01
2003-04,San Antonio Spurs,NBA,1457500,ginobma01
2004-05,San Antonio Spurs,NBA,6603500,ginobma01
2005-06,San Antonio Spurs,NBA,7428937,ginobma01
2006-07,San Antonio Spurs,NBA,8254375,ginobma01
2007-08,San Antonio Spurs,NBA,9079811,ginobma01
2008-09,San Antonio Spurs,NBA,9905248,ginobma01
2009-10,San Antonio Spurs,NBA,10728130,ginobma01
2010-11,San Antonio Spurs,NBA,11854584,ginobma01
2011-12,San Antonio Spurs,NBA,12981038,ginobma01
2012-13,San Antonio Spurs,NBA,14107492,ginobma01
2013-14,San Antonio Spurs,NBA,7500000,ginobma01
2014-15,San Antonio Spurs,NBA,7000000,ginobma01
2015-16,San Antonio Spurs,NBA,2814000,ginobma01
2016-17,San Antonio Spurs,NBA,14000000,ginobma01
2017-18,San Antonio Spurs,NBA,2500000,ginobma01
2018-19,San Antonio Spurs,NBA,2500000,ginobma01
Career,(may be incomplete),,130039615,ginobma01
2002-03,Memphis Grizzlies,NBA,1400000,giricgo01
2003-04,Orlando Magic,NBA,1540000,giricgo01
2004-05,Utah Jazz,NBA,4000000,giricgo01
2005-06,Utah Jazz,NBA,4000000,giricgo01
2006-07,Utah Jazz,NBA,4000000,giricgo01
2007-08,Philadelphia 76ers,NBA,4000000,giricgo01
Career,(may be incomplete),,18940000,giricgo01
2011-12,Miami Heat,NBA,248263,gladnmi01
Career,(may be incomplete),,248263,gladnmi01
1990-91,Minnesota Timberwolves,NBA,575000,glassge01
1991-92,Minnesota Timberwolves,NBA,705000,glassge01
1992-93,Detroit Pistons,NBA,903000,glassge01
1995-96,New Jersey Nets,NBA,475000,glassge01
Career,(may be incomplete),,2658000,glassge01
1985-86,Phoenix Suns,NBA,175000,gloucge01
Career,(may be incomplete),,175000,gloucge01
1999-00,Atlanta Hawks,NBA,893400,glovedi01
2000-01,Atlanta Hawks,NBA,960480,glovedi01
2001-02,Atlanta Hawks,NBA,1027440,glovedi01
2002-03,Atlanta Hawks,NBA,1584312,glovedi01
2003-04,Atlanta Hawks,NBA,1000000,glovedi01
2005-06,Houston Rockets,NBA,163085,glovedi01
Career,(may be incomplete),,5628717,glovedi01
2006-07,Seattle SuperSonics,NBA,161061,glynian01
Career,(may be incomplete),,161061,glynian01
1984-85,New Jersey Nets,NBA,350000,gminsmi01
1985-86,New Jersey Nets,NBA,700000,gminsmi01
1987-88,Philadelphia 76ers,NBA,675000,gminsmi01
1988-89,Philadelphia 76ers,NBA,675000,gminsmi01
1989-90,Philadelphia 76ers,NBA,1700000,gminsmi01
1990-91,Charlotte Hornets,NBA,1650000,gminsmi01
1991-92,Charlotte Hornets,NBA,1850000,gminsmi01
1992-93,Charlotte Hornets,NBA,1415000,gminsmi01
1993-94,Charlotte Hornets,NBA,1850000,gminsmi01
1994-95,Milwaukee Bucks,NBA,1000000,gminsmi01
Career,(may be incomplete),,11865000,gminsmi01
2013-14,Utah Jazz,NBA,1078800,goberru01
2014-15,Utah Jazz,NBA,1127400,goberru01
2015-16,Utah Jazz,NBA,1175880,goberru01
2016-17,Utah Jazz,NBA,2121288,goberru01
2017-18,Utah Jazz,NBA,21974719,goberru01
2018-19,Utah Jazz,NBA,23241573,goberru01
2019-20,Utah Jazz,NBA,25008427,goberru01
2020-21,Utah Jazz,NBA,27525281,goberru01
2021-22,Utah Jazz,NBA,35344828,goberru01
Career,(may be incomplete),,138598196,goberru01
1991-92,Minnesota Timberwolves,NBA,100000,godfrda01
Career,(may be incomplete),,100000,godfrda01
1996-97,Charlotte Hornets,NBA,250000,goldwan01
1997-98,Denver Nuggets,NBA,330000,goldwan01
2002-03,San Antonio Spurs,NBA,139925,goldwan01
2004-05,Milwaukee Bucks,NBA,116713,goldwan01
2005-06,Los Angeles Clippers,NBA,74652,goldwan01
Career,(may be incomplete),,911290,goldwan01
2005-06,Boston Celtics,NBA,428762,gomesry01
2006-07,Boston Celtics,NBA,664209,gomesry01
2007-08,Minnesota Timberwolves,NBA,770610,gomesry01
2008-09,Minnesota Timberwolves,NBA,3650000,gomesry01
2009-10,Minnesota Timberwolves,NBA,3867500,gomesry01
2010-11,Los Angeles Clippers,NBA,4000000,gomesry01
2011-12,Los Angeles Clippers,NBA,4000000,gomesry01
2012-13,Los Angeles Clippers,NBA,4000000,gomesry01
2013-14,Oklahoma City Thunder,NBA,1186459,gomesry01
Career,(may be incomplete),,22567540,gomesry01
1988-89,Los Angeles Clippers,NBA,125000,gondrgr01
Career,(may be incomplete),,125000,gondrgr01
2002-03,Memphis Grizzlies,NBA,2794920,goodedr01
2003-04,Orlando Magic,NBA,3004560,goodedr01
2004-05,Cleveland Cavaliers,NBA,3214080,goodedr01
2005-06,Cleveland Cavaliers,NBA,4065811,goodedr01
2006-07,Cleveland Cavaliers,NBA,6645402,goodedr01
2007-08,Chicago Bulls,NBA,6453416,goodedr01
2008-09,Sacramento Kings,NBA,7151183,goodedr01
2009-10,Los Angeles Clippers,NBA,4500000,goodedr01
2010-11,Milwaukee Bucks,NBA,5760000,goodedr01
2011-12,Milwaukee Bucks,NBA,6226200,goodedr01
2012-13,Milwaukee Bucks,NBA,6687400,goodedr01
2014-15,Milwaukee Bucks,NBA,6680000,goodedr01
2014-15,Washington Wizards,NBA,1448000,goodedr01
2015-16,Washington Wizards,NBA,3300000,goodedr01
Career,(may be incomplete),,67930972,goodedr01
1999-00,Philadelphia 76ers,NBA,4529,goodrst01
2001-02,New Jersey Nets,NBA,465850,goodrst01
Career,(may be incomplete),,470379,goodrst01
2013-14,Phoenix Suns,NBA,1064400,goodwar01
2014-15,Phoenix Suns,NBA,1112280,goodwar01
2015-16,Phoenix Suns,NBA,1160160,goodwar01
2016-17,Phoenix Suns,NBA,2094089,goodwar01
2016-17,Brooklyn Nets,NBA,194494,goodwar01
2016-17,New Orleans Pelicans,NBA,95600,goodwar01
Career,(may be incomplete),,5721023,goodwar01
2018-19,Denver Nuggets,NBA,0,goodwbr01
2019-20,Atlanta Hawks,NBA,522738,goodwbr01
2020-21,Atlanta Hawks,NBA,1701593,goodwbr01
2021-22,Cleveland Cavaliers,NBA,0,goodwbr01
Career,(may be incomplete),,2390030,goodwbr01
2021-22,Washington Wizards,NBA,53176,goodwjo01
Career,(may be incomplete),,53176,goodwjo01
2014-15,Orlando Magic,NBA,3992040,gordoaa01
2015-16,Orlando Magic,NBA,4171680,gordoaa01
2016-17,Orlando Magic,NBA,4351320,gordoaa01
2017-18,Orlando Magic,NBA,5504420,gordoaa01
2018-19,Orlando Magic,NBA,21590909,gordoaa01
2019-20,Orlando Magic,NBA,19863636,gordoaa01
2020-21,Denver Nuggets,NBA,18136364,gordoaa01
2021-22,Denver Nuggets,NBA,16409091,gordoaa01
Career,(may be incomplete),,94019460,gordoaa01
2004-05,Chicago Bulls,NBA,3358320,gordobe01
2005-06,Chicago Bulls,NBA,3610200,gordobe01
2006-07,Chicago Bulls,NBA,3862080,gordobe01
2007-08,Chicago Bulls,NBA,4881669,gordobe01
2008-09,Chicago Bulls,NBA,6404750,gordobe01
2009-10,Detroit Pistons,NBA,10000000,gordobe01
2010-11,Detroit Pistons,NBA,10800000,gordobe01
2011-12,Detroit Pistons,NBA,11600000,gordobe01
2012-13,Charlotte Bobcats,NBA,12400000,gordobe01
2013-14,Charlotte Bobcats,NBA,13200000,gordobe01
2014-15,Orlando Magic,NBA,4500000,gordobe01
Career,(may be incomplete),,84617019,gordobe01
2014-15,Philadelphia 76ers,NBA,40000,gordodr01
Career,(may be incomplete),,40000,gordodr01
2008-09,Los Angeles Clippers,NBA,2623200,gordoer01
2009-10,Los Angeles Clippers,NBA,2819880,gordoer01
2010-11,Los Angeles Clippers,NBA,3016680,gordoer01
2011-12,New Orleans Hornets,NBA,3831184,gordoer01
2012-13,New Orleans Hornets,NBA,13668750,gordoer01
2013-14,New Orleans Pelicans,NBA,14283844,gordoer01
2014-15,New Orleans Pelicans,NBA,14898938,gordoer01
2015-16,New Orleans Pelicans,NBA,15514031,gordoer01
2016-17,Houston Rockets,NBA,12385364,gordoer01
2017-18,Houston Rockets,NBA,12943020,gordoer01
2018-19,Houston Rockets,NBA,13500375,gordoer01
2019-20,Houston Rockets,NBA,14057730,gordoer01
2020-21,Houston Rockets,NBA,16869276,gordoer01
2021-22,Houston Rockets,NBA,18218818,gordoer01
Career,(may be incomplete),,158631090,gordoer01
1985-86,Los Angeles Clippers,NBA,200000,gordola01
Career,(may be incomplete),,200000,gordola01
2007-08,Orlando Magic,NBA,427163,gortama01
2008-09,Orlando Magic,NBA,711517,gortama01
2009-10,Orlando Magic,NBA,5854000,gortama01
2010-11,Phoenix Suns,NBA,6322320,gortama01
2011-12,Phoenix Suns,NBA,6790640,gortama01
2012-13,Phoenix Suns,NBA,7258960,gortama01
2013-14,Washington Wizards,NBA,7727280,gortama01
2014-15,Washington Wizards,NBA,10434782,gortama01
2015-16,Washington Wizards,NBA,11217391,gortama01
2016-17,Washington Wizards,NBA,12000000,gortama01
2017-18,Washington Wizards,NBA,12782609,gortama01
2018-19,Los Angeles Clippers,NBA,13565218,gortama01
Career,(may be incomplete),,95091880,gortama01
2011-12,Los Angeles Lakers,NBA,473604,goudean01
2015-16,Houston Rockets,NBA,200600,goudean01
Career,(may be incomplete),,674204,goudean01
2018-19,Charlotte Hornets,NBA,988464,grahade01
2019-20,Charlotte Hornets,NBA,1416852,grahade01
2020-21,Charlotte Hornets,NBA,1663861,grahade01
2021-22,New Orleans Pelicans,NBA,11000000,grahade01
Career,(may be incomplete),,15069177,grahade01
1993-94,Philadelphia 76ers,NBA,700000,grahagr01
1994-95,Philadelphia 76ers,NBA,910000,grahagr01
1995-96,New Jersey Nets,NBA,1120000,grahagr01
1996-97,Seattle SuperSonics,NBA,1330000,grahagr01
1997-98,Cleveland Cavaliers,NBA,1540000,grahagr01
Career,(may be incomplete),,5600000,grahagr01
2005-06,Toronto Raptors,NBA,1388400,grahajo01
2006-07,Toronto Raptors,NBA,1492440,grahajo01
2007-08,Toronto Raptors,NBA,1596600,grahajo01
2008-09,Toronto Raptors,NBA,2449184,grahajo01
2009-10,Denver Nuggets,NBA,884881,grahajo01
2010-11,Cleveland Cavaliers,NBA,992680,grahajo01
Career,(may be incomplete),,8804185,grahajo01
1991-92,Atlanta Hawks,NBA,125000,grahapa01
1992-93,Atlanta Hawks,NBA,500000,grahapa01
1993-94,Atlanta Hawks,NBA,600000,grahapa01
Career,(may be incomplete),,1225000,grahapa01
2005-06,Houston Rockets,NBA,48630,grahast01
2006-07,Portland Trail Blazers,NBA,259204,grahast01
2007-08,Indiana Pacers,NBA,770610,grahast01
2008-09,Indiana Pacers,NBA,826269,grahast01
2009-10,Charlotte Bobcats,NBA,884881,grahast01
2010-11,New Jersey Nets,NBA,992680,grahast01
Career,(may be incomplete),,3782274,grahast01
2015-16,Utah Jazz,NBA,75000,grahatr01
2016-17,Charlotte Hornets,NBA,543471,grahatr01
2017-18,Charlotte Hornets,NBA,1312611,grahatr01
2018-19,Brooklyn Nets,NBA,1512601,grahatr01
2019-20,Atlanta Hawks,NBA,1645357,grahatr01
Career,(may be incomplete),,5089040,grahatr01
1990-91,Dallas Mavericks,NBA,115000,grandji01
Career,(may be incomplete),,115000,grandji01
1988-89,Boston Celtics,NBA,100000,grandro01
1992-93,Orlando Magic,NBA,15000,grandro01
1994-95,New York Knicks,NBA,150000,grandro01
1995-96,Miami Heat,NBA,225000,grandro01
1997-98,New York Knicks,NBA,272250,grandro01
Career,(may be incomplete),,762250,grandro01
2005-06,Indiana Pacers,NBA,1318920,grangda01
2006-07,Indiana Pacers,NBA,1417800,grangda01
2007-08,Indiana Pacers,NBA,1516800,grangda01
2008-09,Indiana Pacers,NBA,2329805,grangda01
2009-10,Indiana Pacers,NBA,9930500,grangda01
2010-11,Indiana Pacers,NBA,10973202,grangda01
2011-12,Indiana Pacers,NBA,12015904,grangda01
2012-13,Indiana Pacers,NBA,13058606,grangda01
2013-14,Philadelphia 76ers,NBA,14021788,grangda01
2014-15,Phoenix Suns,NBA,2077000,grangda01
2015-16,Detroit Pistons,NBA,2170465,grangda01
Career,(may be incomplete),,70830790,grangda01
1994-95,Sacramento Kings,NBA,808000,grantbr01
1995-96,Sacramento Kings,NBA,1050000,grantbr01
1996-97,Sacramento Kings,NBA,1293000,grantbr01
1997-98,Portland Trail Blazers,NBA,5000000,grantbr01
1998-99,Portland Trail Blazers,NBA,6000000,grantbr01
1999-00,Portland Trail Blazers,NBA,7680862,grantbr01
2000-01,Miami Heat,NBA,8900000,grantbr01
2001-02,Miami Heat,NBA,9925076,grantbr01
2002-03,Miami Heat,NBA,11027862,grantbr01
2003-04,Miami Heat,NBA,12130648,grantbr01
2004-05,Los Angeles Lakers,NBA,13233434,grantbr01
2005-06,Los Angeles Lakers,NBA,14336220,grantbr01
2005-06,Phoenix Suns,NBA,1670000,grantbr01
2006-07,Los Angeles Lakers,NBA,14848080,grantbr01
2006-07,Boston Celtics,NBA,1938870,grantbr01
Career,(may be incomplete),,109842052,grantbr01
2018-19,Oklahoma City Thunder,NBA,0,grantdo01
Career,(may be incomplete),,0,grantdo01
1988-89,Los Angeles Clippers,NBA,250000,grantga01
1990-91,Los Angeles Clippers,NBA,530000,grantga01
1991-92,Los Angeles Clippers,NBA,928000,grantga01
1992-93,Los Angeles Clippers,NBA,1128000,grantga01
1993-94,Los Angeles Clippers,NBA,1128000,grantga01
1994-95,Los Angeles Clippers,NBA,1100000,grantga01
1995-96,New York Knicks,NBA,500000,grantga01
1996-97,Miami Heat,NBA,500000,grantga01
1997-98,Sacramento Kings,NBA,600000,grantga01
1998-99,Portland Trail Blazers,NBA,1000000,grantga01
1999-00,Portland Trail Blazers,NBA,1200000,grantga01
2000-01,Portland Trail Blazers,NBA,1000000,grantga01
2000-01,Cleveland Cavaliers,NBA,316969,grantga01
Career,(may be incomplete),,10180969,grantga01
1990-91,New York Knicks,NBA,300000,grantgr01
1992-93,Philadelphia 76ers,NBA,270000,grantgr01
1994-95,Orlando Magic,NBA,150000,grantgr01
Career,(may be incomplete),,720000,grantgr01
1988-89,Washington Bullets,NBA,425000,grantha01
1990-91,Washington Bullets,NBA,475000,grantha01
1991-92,Washington Bullets,NBA,450000,grantha01
1992-93,Washington Bullets,NBA,1625000,grantha01
1993-94,Portland Trail Blazers,NBA,2429000,grantha01
1994-95,Portland Trail Blazers,NBA,2990000,grantha01
1995-96,Portland Trail Blazers,NBA,3551000,grantha01
1996-97,Washington Bullets,NBA,4111000,grantha01
1997-98,Washington Wizards,NBA,4671875,grantha01
1998-99,Philadelphia 76ers,NBA,1000000,grantha01
1999-00,Orlando Magic,NBA,1200000,grantha01
Career,(may be incomplete),,22927875,grantha01
1987-88,Chicago Bulls,NBA,500000,grantho01
1988-89,Chicago Bulls,NBA,380000,grantho01
1990-91,Chicago Bulls,NBA,1000000,grantho01
1991-92,Chicago Bulls,NBA,1750000,grantho01
1992-93,Chicago Bulls,NBA,1900000,grantho01
1993-94,Chicago Bulls,NBA,1950000,grantho01
1994-95,Orlando Magic,NBA,2125000,grantho01
1995-96,Orlando Magic,NBA,2763000,grantho01
1996-97,Orlando Magic,NBA,14857000,grantho01
1997-98,Orlando Magic,NBA,14285714,grantho01
1998-99,Orlando Magic,NBA,7843000,grantho01
1999-00,Seattle SuperSonics,NBA,5952381,grantho01
2000-01,Los Angeles Lakers,NBA,6500000,grantho01
2001-02,Orlando Magic,NBA,2419580,grantho01
2002-03,Orlando Magic,NBA,2661538,grantho01
2003-04,Los Angeles Lakers,NBA,1070000,grantho01
Career,(may be incomplete),,67957213,grantho01
2014-15,Philadelphia 76ers,NBA,884879,grantje01
2015-16,Philadelphia 76ers,NBA,845059,grantje01
2016-17,Oklahoma City Thunder,NBA,980431,grantje01
2017-18,Oklahoma City Thunder,NBA,1524305,grantje01
2018-19,Oklahoma City Thunder,NBA,8653847,grantje01
2019-20,Denver Nuggets,NBA,9346153,grantje01
2020-21,Detroit Pistons,NBA,19050000,grantje01
2021-22,Detroit Pistons,NBA,20002500,grantje01
Career,(may be incomplete),,61287174,grantje01
2015-16,New York Knicks,NBA,1572360,grantje02
2016-17,Chicago Bulls,NBA,1643040,grantje02
2017-18,Chicago Bulls,NBA,1713840,grantje02
2018-19,Orlando Magic,NBA,2639314,grantje02
2019-20,Washington Wizards,NBA,196288,grantje02
2020-21,Houston Rockets,NBA,50000,grantje02
Career,(may be incomplete),,7814842,grantje02
1993-94,Golden State Warriors,NBA,150000,grantjo01
Career,(may be incomplete),,150000,grantjo01
1997-98,Minnesota Timberwolves,NBA,785400,grantpa01
1998-99,Milwaukee Bucks,NBA,903240,grantpa01
1999-00,Milwaukee Bucks,NBA,1021080,grantpa01
2003-04,Utah Jazz,NBA,350581,grantpa01
Career,(may be incomplete),,3060301,grantpa01
2021-22,Orlando Magic,NBA,106352,graveha01
Career,(may be incomplete),,106352,graveha01
2007-08,Chicago Bulls,NBA,427163,grayaa01
2008-09,Chicago Bulls,NBA,711517,grayaa01
2009-10,New Orleans Hornets,NBA,1000497,grayaa01
2010-11,New Orleans Hornets,NBA,1028840,grayaa01
2011-12,Toronto Raptors,NBA,2500000,grayaa01
2012-13,Toronto Raptors,NBA,2575000,grayaa01
2013-14,Toronto Raptors,NBA,2690875,grayaa01
2014-15,Detroit Pistons,NBA,1227985,grayaa01
2015-16,Detroit Pistons,NBA,452059,grayaa01
2016-17,Detroit Pistons,NBA,452059,grayaa01
Career,(may be incomplete),,13065995,grayaa01
1996-97,Sacramento Kings,NBA,150200,grayde01
1999-00,Houston Rockets,NBA,88223,grayde01
Career,(may be incomplete),,238423,grayde01
1997-98,Atlanta Hawks,NBA,723840,grayed01
1998-99,Atlanta Hawks,NBA,832440,grayed01
