"","Season","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Player-additional"
"119","1985-1986","Rickey Green","PG",31,"UTA",80,2012,16.4,0.537,0.038,0.33,1.8,5.5,3.7,29.4,2.4,0.2,13.2,20.1,3,2.2,5.2,0.124,0.8,0.2,1,1.5,"greenri01"
"120","1985-1986","Sidney Green","PF",25,"CHI",80,2307,14.2,0.526,0.009,0.383,9.8,22.9,16.1,8.6,1.5,0.9,17.7,21.9,0.9,1.6,2.5,0.052,-1.3,-1.4,-2.7,-0.4,"greensi02"
"121","1985-1986","Dave Greenwood","PF",28,"SAS",68,1910,11.1,0.574,0.003,0.474,9.3,22.1,15.9,5.9,0.9,1.5,19.4,12.3,1.5,1.9,3.4,0.085,-1.4,-0.1,-1.6,0.2,"greenda01"
"122","1985-1986","Claude Gregory","PF",27,"WSB",2,2,23,0.5,0,0,100,0,54.1,0,24.2,0,50,83.6,0,0,0,-0.64,-15.4,1.3,-14.2,0,"gregocl01"
"123","1985-1986","Ernie Grunfeld","SF",30,"NYK",76,1402,9.8,0.512,0.172,0.304,3.2,13.9,8.3,11.9,1.4,0.6,11,13.5,1,1.6,2.7,0.091,-2.2,1,-1.2,0.3,"grunfer01"
"124","1985-1986","Pétur Guðmundsson","C",27,"LAL",8,128,13.9,0.593,0,0.73,15.8,17.8,16.9,2.9,1.1,1.7,18.4,18.9,0.2,0.2,0.3,0.13,-2.5,-0.8,-3.4,0,"gudmupe01"
"125","1985-1986","Bob Hansen","SG",25,"UTA",82,2032,10.1,0.517,0.08,0.21,4.5,8.6,6.5,13.1,1.7,0.2,15.5,16.2,0.4,2.1,2.5,0.058,-2.6,0.1,-2.5,-0.3,"hansebo01"
"126","1985-1986","Bill Hanzlik","SF",28,"DEN",79,1982,15.3,0.537,0.055,0.547,4.4,9.7,7,20.7,2.4,0.4,15.2,21.1,2.4,2.3,4.7,0.115,-0.3,0.7,0.4,1.2,"hanzlbi01"
"127","1985-1986","Derek Harper","PG",24,"DAL",79,2150,18.8,0.58,0.07,0.314,3.9,7.6,5.8,26.3,3.3,0.6,14.8,18.5,4.5,1.7,6.2,0.138,2.1,1.2,3.4,2.9,"harpede01"
"128","1985-1986","Steve Harris","SG",22,"HOU",57,482,14,0.5,0.021,0.232,5.5,7.2,6.4,14.1,2,0.5,11.7,23.6,0.4,0.4,0.8,0.078,-1.5,-0.9,-2.4,-0.1,"harrist01"
"129","1985-1986","Scott Hastings","PF",25,"ATL",62,650,7.5,0.508,0.025,0.44,7.5,13.5,10.5,5.2,1,0.7,17.4,14.4,0.2,0.7,0.8,0.063,-3.6,0.1,-3.5,-0.2,"hastisc01"
"130","1985-1986","Steve Hayes","C",30,"UTA",58,397,5.1,0.433,0,0.414,8.9,12.2,10.6,2.3,0.6,2.7,13.5,12.1,-0.3,0.4,0.2,0.023,-5.9,-0.3,-6.2,-0.4,"hayesst01"
"131","1985-1986","Gerald Henderson","PG",30,"SEA",82,2568,15.7,0.537,0.058,0.248,4,4.6,4.3,28.4,2.6,0.3,15.6,19.3,3.6,2.6,6.2,0.115,1,0.3,1.3,2.1,"hendege01"
"132","1985-1986","Jerome Henderson","C",26,"LAL",1,3,37.7,0.667,0,0,0,36.1,18.9,0,0,0,0,40.3,0,0,0,0.349,3.4,0.2,3.6,0,"hendeje01"
"133","1985-1986","Carl Henry","SG",25,"SAC",28,149,12.5,0.524,0.149,0.254,6.1,8.3,7.2,3.9,1.6,0,10.8,22.7,0.1,0.1,0.2,0.049,-0.4,-2.1,-2.5,0,"henryca01"
"134","1985-1986","Rod Higgins","SF",26,"TOT",30,332,7.7,0.416,0.085,0.255,4.8,12.8,8.8,9.5,1.3,1.9,9.9,16,-0.1,0.3,0.1,0.019,-3.7,0.2,-3.5,-0.1,"higgiro01"
"135","1985-1986","Rod Higgins","SF",26,"SEA",12,94,4.5,0.377,0.148,0.185,3.7,11.6,7.6,8.6,1,0.6,12,14.8,-0.1,0.1,0,-0.016,-4.6,-0.3,-4.9,-0.1,"higgiro01"
"136","1985-1986","Rod Higgins","SF",26,"SAS",11,128,10.8,0.5,0.05,0.4,4.6,16.5,10.7,12.2,0.7,1.3,9.6,16.4,0.1,0.1,0.2,0.079,-2.5,0.3,-2.2,0,"higgiro01"
"137","1985-1986","Rod Higgins","SF",26,"NJN",2,29,-0.2,0.188,0.125,0,11.5,19.4,15.5,4.4,1.6,8,11.1,24.8,-0.2,0.1,-0.1,-0.21,-10.6,0.3,-10.2,-0.1,"higgiro01"
"138","1985-1986","Rod Higgins","SF",26,"CHI",5,81,9.3,0.449,0.043,0.261,4,5.8,4.9,8.1,2.4,2.1,7.2,13.9,0,0,0.1,0.045,-2.2,0.7,-1.5,0,"higgiro01"
"139","1985-1986","Roy Hinson","SF",24,"CLE",82,2834,17.4,0.578,0.003,0.434,6.5,18.4,12.4,5.5,1,2.3,11.9,22.8,4.5,2.9,7.4,0.125,0.8,-0.1,0.7,1.9,"hinsoro01"
"140","1985-1986","Craig Hodges","SG",25,"MIL",66,1739,13.9,0.591,0.285,0.151,2.5,5,3.8,17.7,2,0.1,12.8,16,3.3,2,5.3,0.147,1.4,0.5,1.9,1.7,"hodgecr01"
"141","1985-1986","Michael Holton","PG-SG",24,"TOT",28,512,10.1,0.471,0.069,0.251,2.4,5,3.6,14.8,2.3,0,12.2,17.5,0,0.2,0.2,0.019,-2.7,-0.8,-3.4,-0.2,"holtomi01"
"142","1985-1986","Michael Holton","SG",24,"PHO",4,65,-0.3,0.265,0.1,0.3,1.8,3.4,2.7,13,1.4,0,15,16.3,-0.2,0,-0.2,-0.126,-6.4,-2.1,-8.4,-0.1,"holtomi01"
"143","1985-1986","Michael Holton","PG",24,"CHI",24,447,11.6,0.498,0.065,0.245,2.4,5.3,3.8,15.1,2.5,0,11.8,17.7,0.3,0.1,0.4,0.04,-2.1,-0.6,-2.7,-0.1,"holtomi01"
"144","1985-1986","Phil Hubbard","SF",29,"CLE",23,640,9.7,0.53,0.005,0.566,8.3,12.4,10.4,6.2,1.5,0.3,21.1,20,-0.3,0.5,0.2,0.015,-2.8,-0.8,-3.5,-0.2,"hubbaph01"
"145","1985-1986","Alfredrick Hughes","SG",23,"SAS",68,866,8.2,0.435,0.046,0.226,6.6,8.2,7.4,9.6,1.4,0.3,13.3,21.9,-1,0.5,-0.5,-0.029,-3.6,-2.1,-5.7,-0.8,"hugheri01"
"146","1985-1986","Jay Humphries","PG",23,"PHO",82,2733,12.6,0.534,0.039,0.35,2.5,8.2,5.5,25.3,2.2,0.2,18.3,15.1,2.4,2.4,4.8,0.084,-0.9,0.3,-0.6,0.9,"humphja01"
"147","1985-1986","Geoff Huston","PG",28,"GSW",82,1208,13.7,0.55,0.022,0.337,0.9,5.1,2.9,35.1,1.4,0.2,20.9,12.9,1.7,0.1,1.8,0.072,0.9,-1.9,-1,0.3,"hustoge01"
"148","1985-1986","Marc Iavaroni","PF",29,"TOT",68,1014,8.7,0.502,0.008,0.471,7.2,15.8,11.6,10.3,1.5,0.9,19.6,14.6,-0.1,1.1,1,0.046,-3.6,0.4,-3.2,-0.3,"iavarma01"
"149","1985-1986","Marc Iavaroni","PF",29,"SAS",42,669,8.2,0.496,0.012,0.411,7.4,14.9,11.3,9.9,1.5,1.2,20.9,14.7,-0.2,0.6,0.4,0.028,-3.3,0.5,-2.8,-0.2,"iavarma01"
"150","1985-1986","Marc Iavaroni","PF",29,"UTA",26,345,9.7,0.514,0,0.593,6.7,17.4,12.2,10.9,1.3,0.5,17.1,14.4,0.1,0.5,0.6,0.08,-4,0.2,-3.8,-0.2,"iavarma01"
"151","1985-1986","Clemon Johnson","C",29,"PHI",75,1069,10.4,0.505,0,0.363,11.1,15.6,13.3,1.8,1,3.3,12.8,11.2,0.7,1.2,2,0.088,-1.8,0.3,-1.6,0.1,"johnscl01"
"152","1985-1986","Dennis Johnson*","PG",31,"BOS",78,2732,14.7,0.509,0.04,0.28,3,7.5,5.4,22,1.9,0.7,12.7,20.5,3,3.7,6.7,0.118,0,0.5,0.5,1.8,"johnsde01"
"153","1985-1986","Eddie Johnson","SF",26,"SAC",82,2514,15.8,0.523,0.015,0.262,7.8,11,9.4,13.2,1,0.4,11.6,26.6,2.7,1.4,4,0.077,0.8,-1.9,-1.1,0.6,"johnsed03"
"154","1985-1986","Eddie Johnson","SG",30,"TOT",71,1477,13.5,0.514,0.137,0.25,2.2,6.8,4.5,33,0.6,0.1,17.9,23.2,0.8,0.7,1.5,0.049,1,-2.6,-1.6,0.1,"johnsed02"
"155","1985-1986","Eddie Johnson","SG",30,"ATL",39,862,14.3,0.523,0.061,0.335,2.2,7.4,4.8,36.8,0.6,0.1,19.3,22.1,0.8,0.5,1.3,0.071,1.5,-2.3,-0.8,0.3,"johnsed02"
"156","1985-1986","Eddie Johnson","SG",30,"CLE",32,615,12.4,0.504,0.222,0.154,2.3,5.9,4.1,27.7,0.6,0.1,16.1,24.8,0.1,0.2,0.2,0.018,0.4,-3.2,-2.8,-0.1,"johnsed02"
"157","1985-1986","Frank Johnson","PG",27,"WSB",14,402,13.7,0.495,0.019,0.351,1.9,5.6,3.8,28.6,1.3,0.1,14,21.5,0.2,0.3,0.5,0.064,-0.7,-1.3,-2,0,"johnsfr01"
"158","1985-1986","George Johnson","C",37,"SEA",41,264,10.7,0.583,0,0.696,11.4,15.6,13.4,6.2,1.1,8.5,31.8,7,0.1,0.5,0.6,0.103,-3.2,4.1,0.9,0.2,"johnsge02"
"159","1985-1986","George Johnson","PF",29,"WSB",2,7,11.5,0.515,0,0.667,15.5,15.4,15.5,0,0,0,20.5,29.1,0,0,0,0.025,-2.1,-3,-5.1,0,"johnsge03"
"160","1985-1986","Ken Johnson","PF",23,"POR",64,815,9.3,0.523,0,0.397,12.5,21.3,16.9,3,0.7,1.5,19,15.1,0,0.8,0.8,0.044,-3.6,-1.4,-4.9,-0.6,"johnske01"
"161","1985-1986","Magic Johnson*","PG",26,"LAL",72,2578,24,0.61,0.047,0.473,3.9,14.3,9.4,45.1,2,0.3,19.8,21.6,9,3.1,12.1,0.226,6,0.7,6.7,5.7,"johnsma02"
"162","1985-1986","Marques Johnson","SG",29,"LAC",75,2605,18.9,0.555,0.012,0.326,6.5,11.2,8.8,17.5,1.9,1,11.8,24,4.8,1.1,5.9,0.108,2.4,-0.7,1.7,2.5,"johnsma01"
"163","1985-1986","Mickey Johnson","PF",33,"NJN",79,1574,11.8,0.505,0.047,0.46,6.9,16.7,11.8,18.1,2,0.9,21.3,19.6,-0.1,1.9,1.8,0.055,-2,0.7,-1.4,0.3,"johnsmi01"
"164","1985-1986","Steve Johnson","C",28,"SAS",71,1828,16.8,0.667,0,0.651,9.2,19.4,14.4,7.3,1.1,2,20.6,20.4,3,1.9,4.9,0.128,-0.5,0.1,-0.4,0.7,"johnsst03"
"165","1985-1986","Vinnie Johnson","SG",29,"DET",79,1978,17,0.503,0.013,0.215,6.2,5.9,6.1,19.1,1.9,0.6,7.5,23.3,3.4,1.4,4.7,0.115,1.7,-0.2,1.4,1.7,"johnsvi01"
"166","1985-1986","Bobby Jones*","PF",34,"PHI",70,1519,11.8,0.612,0.003,0.429,3.6,8.8,6.2,11.2,1.5,1.9,18.3,13,1.9,1.4,3.2,0.102,-0.5,0.9,0.4,0.9,"jonesbo01"
"167","1985-1986","Caldwell Jones","C",35,"POR",80,1437,9.7,0.588,0.028,0.591,8.3,19.8,14,6.3,1.2,2.4,24.2,11.6,0.8,1.6,2.3,0.078,-2.8,0.6,-2.2,-0.1,"jonesca01"
"168","1985-1986","Charles Jones","C",28,"WSB",81,1609,10.5,0.535,0.004,0.339,8.2,13.3,10.8,6.3,1.7,4.6,19.6,9.4,0.6,2.6,3.2,0.096,-2.6,3,0.4,1,"jonesch01"
"169","1985-1986","Charles Jones","PF",24,"PHO",43,742,10,0.483,0.006,0.598,10.5,19.1,15,8.9,2,1.9,21.6,14.2,-0.3,1,0.6,0.042,-2.2,1,-1.2,0.2,"jonesch02"
"170","1985-1986","Earl Jones","C",25,"MIL",12,43,2,0.472,0,0.333,10.5,15.4,13,11.7,0,1.4,33.7,19.4,-0.1,0.1,0,-0.055,-10.7,-0.7,-11.5,-0.1,"jonesea01"
"171","1985-1986","Edgar Jones","PF",29,"CLE",53,1011,15.8,0.572,0.062,0.481,7.8,14.8,11.3,6.4,1.4,2.1,12.5,20.7,1.6,1,2.6,0.122,0,0.5,0.5,0.6,"jonesed01"
"172","1985-1986","Ozell Jones","C",25,"LAC",3,18,-7.1,0,0,0,0,12.5,6.1,0,5.2,3,60,11.1,-0.1,0,-0.1,-0.249,-16,2.6,-13.4,-0.1,"jonesoz01"
"173","1985-1986","Michael Jordan*","SG",22,"CHI",18,451,27.5,0.533,0.055,0.381,5.6,10.7,8,21.7,3.9,2.7,10.5,38.6,1,0.5,1.5,0.16,7.5,2.2,9.7,1.3,"jordami01"
"174","1985-1986","Yvon Joseph","C",28,"NJN",1,5,12.8,1.136,NA,NA,0,0,0,0,0,0,0,7,0,0,0,0.309,0.4,0.4,0.7,0,"josepyv01"
"175","1985-1986","Harold Keeling","SG",22,"DAL",20,75,16.1,0.487,0,0.359,4.5,4.3,4.4,19.3,4.4,0,13.4,28.4,0,0.1,0.1,0.041,-2.6,-0.1,-2.8,0,"keeliha01"
"176","1985-1986","Rich Kelley","C",32,"SAC",37,324,11,0.631,0.041,0.449,10.2,18,14.1,16.4,1.5,0.5,27.3,10.1,0.4,0.3,0.7,0.104,-1.6,1.2,-0.3,0.1,"kelleri01"
"177","1985-1986","Clark Kellogg","PF",24,"IND",19,568,18.2,0.516,0.044,0.235,9.8,22.2,16.1,16,2.3,0.8,15.8,27.8,0,0.9,0.9,0.08,0.7,0.5,1.1,0.5,"kellocl01"
"178","1985-1986","Jerome Kersey","SF",23,"POR",79,1217,18.5,0.589,0.013,0.487,12.7,14.6,13.6,9.8,3.2,1.5,16.5,22.2,2,1.6,3.6,0.143,0.6,0.5,1.1,0.9,"kerseje01"
"179","1985-1986","Albert King","SF",26,"NJN",73,1998,13.3,0.498,0.024,0.211,6.5,14.1,10.3,13.4,1.3,0.7,14.7,24.6,0,1.9,1.9,0.045,-1.1,-1.1,-2.2,-0.1,"kingal01"
"180","1985-1986","Greg Kite","C",24,"BOS",64,464,4.6,0.384,0.011,0.429,8.9,20.7,15.2,4.2,0.3,3.3,22.8,12.4,-0.7,0.8,0.1,0.007,-6.3,0.3,-6,-0.5,"kitegr01"
"181","1985-1986","Joe Kleine","C",24,"SAC",80,1180,9.7,0.516,0,0.378,10.9,24.8,17.9,5.1,1,1.6,21.1,17.4,-0.4,1.3,0.9,0.037,-4.4,-0.5,-5,-0.9,"kleinjo01"
"182","1985-1986","Jon Koncak","C",22,"ATL",82,1695,13,0.539,0.002,0.495,11.2,19.2,15.2,4.5,1,2.4,14.9,17.9,1.4,2.4,3.7,0.106,-2.1,0.2,-1.9,0,"koncajo01"
"183","1985-1986","Mitch Kupchak","PF",31,"LAL",55,783,10.7,0.542,0.004,0.436,10.5,16.9,13.8,2.7,0.7,0.5,17.3,19.1,0.3,0.8,1.1,0.069,-3,-1.8,-4.7,-0.5,"kupchmi01"
"184","1985-1986","Bill Laimbeer","C",28,"DET",82,2891,17.6,0.545,0.013,0.288,10.9,28.9,19.7,6.6,0.9,1.3,9.6,18.7,5.4,3.8,9.2,0.153,1.3,-0.7,0.6,1.9,"laimbbi01"
"185","1985-1986","Jeff Lamp","SF",26,"TOT",74,1321,13.2,0.531,0.058,0.259,4.6,12.3,8.5,12.3,1.4,0.2,10.6,19.5,1.6,1.3,3,0.108,-0.7,-0.5,-1.1,0.3,"lampje01"
"186","1985-1986","Jeff Lamp","SF",26,"MIL",44,701,12.2,0.509,0.053,0.263,5.5,13.7,9.6,12.1,1.3,0.3,10,17.2,0.8,1,1.8,0.124,-0.7,0.3,-0.4,0.3,"lampje01"
"187","1985-1986","Jeff Lamp","SF",26,"SAS",30,620,14.4,0.551,0.063,0.255,3.6,10.7,7.3,12.4,1.4,0.1,11.2,22,0.8,0.4,1.2,0.09,-0.6,-1.3,-1.9,0,"lampje01"
"188","1985-1986","Allen Leavell","PG",28,"HOU",74,1190,15.6,0.553,0.146,0.345,0.5,5.6,3,25.4,2.3,0.4,14.3,20.2,2.1,0.9,3,0.122,0.5,-0.3,0.2,0.7,"leaveal01"
"189","1985-1986","Keith Lee","PF",23,"CLE",58,1197,12,0.51,0.024,0.253,10.7,21.7,16.2,7.7,1.1,1.8,15.6,17.1,0.5,1.4,1.9,0.075,-2.5,-0.1,-2.6,-0.2,"leeke01"
"190","1985-1986","Ronnie Lester","PG",27,"LAL",27,222,6.7,0.555,0.058,0.365,0,4.9,2.6,28.6,1.9,0.7,41,18.6,-0.4,0.2,-0.2,-0.05,-4.2,-2.1,-6.2,-0.2,"lestero01"
"191","1985-1986","Fat Lever","PG",25,"DEN",78,2616,15.7,0.473,0.036,0.172,5.2,11.9,8.4,29.4,3.1,0.3,15.5,19.9,0.9,3.6,4.5,0.082,0.5,1.1,1.6,2.4,"leverfa01"
"192","1985-1986","Cliff Levingston","PF",25,"ATL",81,1945,14.7,0.572,0.002,0.439,11,19.3,15.1,5.1,1.9,1.2,14.7,16.2,2.6,2.9,5.5,0.136,-0.3,0.7,0.4,1.2,"levincl01"
"193","1985-1986","Alton Lister","C",27,"MIL",81,1812,16.4,0.573,0.003,0.461,12.4,23.9,18.2,7.6,1.3,4.6,18.8,18.9,1.6,3.8,5.5,0.144,-0.7,1.7,1.1,1.4,"listeal01"
"194","1985-1986","Lewis Lloyd","SG",26,"HOU",82,2444,17.7,0.567,0.013,0.211,6.8,7.5,7.1,17.3,1.9,0.5,13.7,22.6,4.5,1.8,6.3,0.124,1.8,-0.4,1.4,2.1,"lloydle01"
"195","1985-1986","John Long","SG",29,"DET",62,1176,13.9,0.522,0.029,0.19,4.1,4.7,4.4,9.6,1.6,0.6,9,21.7,1.3,0.7,2,0.08,-0.3,-1,-1.3,0.2,"longjo01"
"196","1985-1986","John Lucas","PG",32,"HOU",65,2120,17.4,0.53,0.178,0.364,1.7,5.7,3.6,34.6,1.7,0.1,13.6,20.2,4.5,1.2,5.7,0.13,3,-1.2,1.8,2,"lucasjo01"
"197","1985-1986","Maurice Lucas","PF",33,"LAL",77,1750,13.8,0.52,0.003,0.352,11.2,24.9,18.4,6,1.2,0.8,13.8,20.2,1.5,2.5,4,0.11,-1.6,-0.7,-2.3,-0.1,"lucasma01"
"198","1985-1986","Kyle Macy","PG",28,"CHI",82,2426,12.3,0.557,0.238,0.152,1.8,6.6,4.1,24.3,1.6,0.3,15.6,12.6,3.6,0.3,3.9,0.077,0.5,-0.9,-0.5,0.9,"macyky01"
"199","1985-1986","Rick Mahorn","PF",27,"DET",80,1442,8.8,0.497,0.003,0.345,8.7,21.9,15.2,5.3,1.3,2.4,21.5,13.7,-0.6,1.9,1.3,0.043,-4.4,0.6,-3.7,-0.6,"mahorri01"
"200","1985-1986","Jeff Malone","SG",24,"WSB",80,2992,16.3,0.533,0.011,0.244,2.4,8,5.2,10.9,1.1,0.2,9.1,25.9,3.6,2.5,6.1,0.098,0.1,-1.2,-1.2,0.6,"malonje01"
"201","1985-1986","Karl Malone*","PF",22,"UTA",81,2475,13.7,0.504,0.002,0.399,7.8,23.6,15.8,14.2,2,1,18.9,24.1,-2.4,4.3,1.9,0.036,-2.4,0.5,-1.9,0.1,"malonka01"
"202","1985-1986","Moses Malone*","C",30,"PHI",74,2706,20.6,0.553,0.001,0.629,14,22,18,5.1,1.2,1.5,14.1,27.6,5.5,3.4,8.9,0.157,1.8,-1.9,-0.1,1.3,"malonmo01"
"203","1985-1986","Pace Mannion","SF",25,"UTA",57,673,10.8,0.51,0.196,0.383,4.3,8.9,6.6,11.2,2.2,0.4,14.1,17.5,0.1,0.8,0.9,0.064,-2.3,0.3,-2,0,"mannipa01"
"204","1985-1986","Bill Martin","SF",23,"IND",66,691,11.5,0.516,0.027,0.181,6.6,9.4,8,11.3,1.4,0.6,15.3,22.6,0,0.7,0.6,0.045,-2.5,-0.9,-3.4,-0.2,"martibi01"
"205","1985-1986","Brian Martin","SF-PF",23,"TOT",8,21,-1.6,0.381,0,0.286,5.5,17.3,11.3,0,0,2.9,20.2,19,-0.1,0,-0.1,-0.132,-12.1,-2.1,-14.2,-0.1,"martibr01"
"206","1985-1986","Brian Martin","PF",23,"SEA",3,7,3.8,0.5,0,0,16.5,52,33.8,0,0,8.7,50,23.9,0,0,0,-0.187,-11.2,1.6,-9.6,0,"martibr01"
"207","1985-1986","Brian Martin","SF",23,"POR",5,14,-4.3,0.34,0,0.4,0,0,0,0,0,0,0,16.6,0,0,0,-0.105,-12.5,-4,-16.5,-0.1,"martibr01"
"208","1985-1986","Wes Matthews","PG",26,"SAS",75,1853,15.5,0.587,0.041,0.35,1.9,6,4,34.9,2.2,1,25,20.2,1.6,1.3,3,0.077,1.1,-1,0.1,1,"matthwe01"
"209","1985-1986","Cedric Maxwell","SF",30,"LAC",76,2458,15.6,0.592,0.005,0.85,10.7,17.5,14,12,1.2,0.6,18.5,18.2,4.3,1.1,5.4,0.105,0.6,-1.2,-0.6,0.9,"maxwece01"
"210","1985-1986","Bob McAdoo*","C",34,"PHI",29,609,12.2,0.513,0,0.323,4.6,14.3,9.5,8.5,0.8,1.7,14.6,22.2,0.2,0.5,0.7,0.056,-2.2,-1.2,-3.4,-0.2,"mcadobo01"
"211","1985-1986","Dwayne McClain","SF",22,"IND",45,461,8.3,0.402,0.05,0.194,3.3,3.7,3.5,20.2,3.9,0.5,17,21,-0.9,0.6,-0.3,-0.026,-4.8,1,-3.8,-0.2,"mccladw01"
"212","1985-1986","Tim McCormick","C",23,"SEA",77,1705,13.9,0.618,0.005,0.55,9.5,18.7,14,7.1,0.5,1,16.6,16.2,2.8,1.8,4.6,0.128,-0.5,-0.5,-0.9,0.4,"mccorti01"
"213","1985-1986","Rodney McCray","SF",24,"HOU",82,2610,13.6,0.583,0.005,0.353,6.5,15.1,10.7,13.6,0.9,1.2,15.2,12.8,4.2,2.1,6.3,0.115,0.8,0.2,1,2,"mccraro01"
"214","1985-1986","Xavier McDaniel","SF",22,"SEA",82,2706,16.3,0.525,0.009,0.31,13.1,15.6,14.3,11.4,1.8,0.8,15.7,24.5,1.8,3.3,5.1,0.091,0.3,-0.6,-0.3,1.2,"mcdanxa01"
"215","1985-1986","Ben McDonald","SF",23,"CLE",21,266,6.7,0.496,0.017,0.138,6.2,9.5,7.9,4.4,1.2,0.2,14,11,0,0.2,0.2,0.033,-3.2,-0.8,-4,-0.1,"mcdonbe01"
"216","1985-1986","Hank McDowell","PF",26,"HOU",22,204,10.3,0.613,0.024,0.595,6.3,19.8,12.9,3.5,0.2,0.8,15.9,12.1,0.2,0.2,0.4,0.094,-2,-1.4,-3.4,-0.1,"mcdowha01"
"217","1985-1986","Mike McGee","SF",26,"LAL",71,1213,12.4,0.513,0.21,0.118,5,8,6.6,9,2,0.3,10.9,21.3,0.7,1.2,1.9,0.075,-1.4,-0.5,-1.9,0,"mcgeemi01"
"218","1985-1986","Kevin McHale*","PF",28,"BOS",68,2397,21.6,0.623,0,0.429,8.4,16.4,12.7,10.8,0.6,3.1,11.4,22.5,7.2,3.8,11,0.22,3.7,0.8,4.4,3.9,"mchalke01"
"219","1985-1986","Kevin McKenna","SG",27,"WSB",30,430,10.9,0.485,0.452,0.181,2.3,6.8,4.5,7.7,3.3,0.3,9.1,19.2,0.1,0.6,0.7,0.073,-2.7,1.2,-1.5,0.1,"mckenke01"
"220","1985-1986","Billy McKinney","PG",30,"CHI",9,83,9.9,0.461,0,0.087,1.3,5.7,3.4,20.7,1.7,0,7.7,12.7,0.1,0,0.1,0.053,-1.4,-0.6,-2.1,0,"mckinbi01"
"221","1985-1986","Tom McMillen","C",33,"WSB",56,863,10.4,0.51,0.011,0.277,5.5,8.6,7.1,5.9,0.5,0.6,9.6,17.1,0.6,0.7,1.2,0.069,-2.3,-1.2,-3.5,-0.3,"mcmilto01"
"222","1985-1986","Chris McNealy","PF",24,"NYK",30,627,13.7,0.519,0,0.326,10.7,26.7,18.3,9.3,3,1.2,17.5,13.3,0.3,1.3,1.6,0.122,-1.9,2,0.1,0.3,"mcneach01"
"223","1985-1986","Dirk Minniefield","PG",25,"CLE",76,1131,14.1,0.537,0.107,0.268,4.2,8.6,6.4,32.5,2.7,0.1,21.8,17.9,0.9,1,1.9,0.083,-0.6,0.6,0.1,0.6,"minnidi01"
"224","1985-1986","Mike Mitchell","SF",30,"SAS",82,2970,15.9,0.514,0.007,0.231,5.3,10.3,7.9,9.9,0.9,0.5,9,27.8,2.9,1.5,4.4,0.071,0.3,-2.6,-2.3,-0.3,"mitchmi01"
"225","1985-1986","Paul Mokeski","C",29,"MIL",45,521,7.9,0.464,0,0.245,7.8,21.8,14.9,7.2,0.5,0.7,14,13.8,0.1,0.8,0.9,0.079,-3.3,0.1,-3.2,-0.2,"mokespa01"
"226","1985-1986","Sidney Moncrief*","PG",28,"MIL",73,2567,20,0.604,0.107,0.603,5,9.4,7.3,19.2,1.9,0.4,12.5,21.8,8.3,3.4,11.7,0.219,4.2,0.7,4.9,4.5,"moncrsi01"
"227","1985-1986","Johnny Moore","PG",27,"SAS",28,856,18.3,0.533,0.073,0.284,3.4,7.9,5.7,40.2,3.8,0.4,19.2,19.8,1.2,1,2.1,0.119,2.4,1.6,4,1.3,"moorejo01"
"228","1985-1986","Perry Moss","PG",27,"TOT",72,1012,8.5,0.459,0.11,0.305,3.7,8.9,6.3,14.4,2.6,0.8,19.3,16.4,-0.6,1.1,0.5,0.026,-3.7,1.1,-2.7,-0.2,"mosspe01"
"229","1985-1986","Perry Moss","PG",27,"WSB",12,160,8.2,0.461,0.132,0.283,6.1,10.8,8.5,16.9,1.8,1,23.2,20.3,-0.2,0.2,0,-0.014,-4.1,0.6,-3.6,-0.1,"mosspe01"
"230","1985-1986","Perry Moss","PG",27,"PHI",60,852,8.6,0.458,0.105,0.31,3.3,8.5,5.9,13.9,2.8,0.8,18.3,15.7,-0.4,1,0.6,0.033,-3.7,1.1,-2.5,-0.1,"mosspe01"
"231","1985-1986","Chris Mullin*","SG",22,"GSW",55,1391,16,0.539,0.044,0.34,3.2,5.9,4.5,10.5,2.3,0.9,9.5,22.2,2.3,0.6,2.9,0.1,0.3,-0.1,0.3,0.8,"mullich01"
"232","1985-1986","Jay Murphy","SF",23,"LAC",14,100,8.4,0.401,0.044,0.311,7.6,9,8.3,4.3,1.9,1.6,8.9,22.5,-0.1,0,-0.1,-0.044,-4.3,-2,-6.3,-0.1,"murphja01"
"233","1985-1986","Larry Nance","PF",26,"PHO",73,2484,20.5,0.616,0.008,0.444,8.2,20,14.3,14.8,1.3,2.9,14.9,22.6,5.3,3.2,8.4,0.163,2.8,1.1,3.9,3.7,"nancela01"
"234","1985-1986","Calvin Natt","PF",29,"DEN",69,2007,18.6,0.562,0.006,0.373,6.2,17,11.3,11.6,1.3,0.4,10.7,23.3,3.9,2.3,6.1,0.146,2.1,-0.8,1.3,1.7,"nattca01"
"235","1985-1986","Chuck Nevitt","C",26,"TOT",29,126,11.2,0.45,0,0.605,11.1,16.4,13.7,6.7,1.5,8.4,18.1,20.8,-0.1,0.2,0.1,0.046,-6.6,2.6,-4,-0.1,"nevitch01"
"236","1985-1986","Chuck Nevitt","C",26,"LAL",4,25,5.4,0.367,0,0.545,14.3,17.3,15.9,9.4,3.7,4.4,26.8,30.1,-0.1,0.1,-0.1,-0.137,-11.5,0.1,-11.4,-0.1,"nevitch01"
